Question;Answer;AnswerPl;Type;Qualification;IsActive
What are the security concerns? (bezpieczeństwo);1. There is a Cross Site Scripting attack when the user enters some input, which might be an unwanted script, and we display it later on the website, the unwanted script can run and do bad things. Angular treats the values that are entered in the DOM as untrusted and will clean the unwanted elements. 2. Transport Protection security is also important. It's a way of secure requests between front-end and back-end. The way to do this is to use HTTPS everywhere. 3. Cross Origin Resources prevents us from making requests to pages other than from which the application came. We can do that by applying proper headers to the request. Angular's HttpClient service will take care of it for us.;1. Istnieje atak Cross Site Scripting, gdy użytkownik wprowadzi jakieś dane w inpucie, które mogą być niechcianym skryptem, a my wyświetlimy go później na stronie internetowej, niechciany skrypt może się uruchomić i zrobić złe rzeczy. Angular traktuje wartości wprowadzone w DOM jako niezaufane i usuwa niechciane elementy. 2. Ważna jest również ochrona transportu. Jest to sposób na bezpieczne requesty pomiędzy front-endem, a back-endem. Sposobem na to jest używanie wszędzie HTTPS. 3. Cross Origin Resources uniemożliwiają nam wysyłanie żądań do stron innych niż te, z których pochodzi aplikacja. Możemy to zrobić, stosując odpowiednie nagłówki do żądania. Usługa HttpClient Angulara zajmie się tym za nas.;Angular;;true
What are the advantages of monorepo? (monorepo adventages);1. Code sharing - with monorepo's help, we can easily create shared libraries and use them in many projects. This prevents code duplication. 2. Better organization - many teams from different projects can help each other to improve reusable code. 3. Simplified dependency management - the ability to manage dependencies for many projects, which will prevent the need to update each project separately if we decide to update a dependency.;1. Wspólny kod (code sharing) - z pomocą monorepo możemy w łatwy sposób tworzyć wspólne biblioteki i używać ich w wielu projektach. Pozwala to zapobiec duplikacji kodu. 2. Lepsza organizacja - wiele zespołów z różnych projektów może pomagać sobie żeby ulepszać reużywalny kod. 3. Ułatwione zarządanie zależnościami (simplified dependency management) - możliwość zarządzania zależnościami dla wielu projektów, co zapobiegnie potrzebie uaktualniania każdego projektu osobno jeżeli zdecydujemy się na aktualizację jakiejś zależności.;Angular;;true
How do module Injectors work? (ModuleInjectors);The first time a service request is made, the module's Injector creates that service, delivers it, caches it, and delivers the same instance wherever the service is requested. When a Component asks for a service, it first tries to locate it in the Injector connected to the component, if it does not find it, then it goes to the parents and searches the module's Injectors, trying to locate it.;Kiedy pierwszy raz jest prośba o serwis wtedy Injector modułu tworzy ten serwis, dostarcza go, cachuje go i dostarcza ten sam instance gdziekolwiek jest zapotrzebowanie na ten serwis. Kiedy Component zapyta o serwis najpierw stara się go zlokalizować w Injectorze połączonym z kompnentem, jeżeli go nie znajdzie wtedy dopiero idzie w do rodziców i przeszukuje Injectory modułu  starając się go zlokalizować.;Angular;;false
How can CSS be integrated into an HTML page? (import CSS, CSS import);There are three ways of integrating CSS into HTML: using <style> tags in the head section, using inline-styling, writing CSS in a separate file, and linking into the HTML page by the link tag.;Istnieją trzy sposoby integracji CSS z HTML: używanie tagów <style> w sekcji head, używanie stylów in-line, pisanie CSS w osobnym pliku i łączenie ze stroną HTML za pomocą znacznika link.;CSS;;false
What is the difference betweer Promise and Observable?;Promise handles a single event when an asynchronous operation returns successfully or with an error. Operation Promise cannot be canceled. Observable is like a Stream in many languages ​​and allows zero or more operations to be passed when we get data returned asynchronously. I honestly don't use Promise because I think Observable provides all the Promise features and much more besides.;Promise obsługuje pojedzyńcze zdarzenie kiedy asynchroniczna operacja wraca z sukcesem lub z błędem. Operacji Promise nie można anulować. Observable jest jak strumień (Stream) w wielu językach i pozwala na przekazanie zero lub większej ilości operacji kiedy dostajemy asynchronicznie zwrócone dane. Ja szczerze mówiąc nie używam Promise bo uważam, że Observable zapewnia wszystkie możliwości Promise i oprócz tego dużo więcej.;Angular;;true
What are the types of layouts? (HTML layout) (layout types);1. Normal flow - default arrangement of items by the browser. 2. Display property. 3. Flexbox. 4. Grid. 5. Floats 6. 'position' property 7. Table;1. Normal flow - default arrangement of items by the browser. 2. Display property. 3. Flexbox. 4. Grid. 5. Floats 6. 'position' property 7. Table;CSS;;true
What's the difference between normalization and resetting CSS?;When resetting CSS, we are talking about resetting the default browser settings. The browser has default CSS styles which are applied unless overwritten. Normalization, on the other hand, instead of resetting everything, keeps or sets in a specific way frequently used elements so that they look the same in all browsers.;Przy resecie CSS  mówimy o resetowaniu domyślnych ustawień przeglądarki. Przeglądarka ma domyślne style CSS, które są stosowane jeżeli ich nie nadpiszemy. Normalizacja natomiast zamiast resetować wszystko zachowuje, bądź ustawia w okreśłony sposób często używane elementy, żeby we wszystkich przeglądarkach wyglądały tak samo.;CSS;;false
What is TypeScript?;TypeScript is a strongly typed, object oriented programming language. TypeScriptis a superset of JavaScript. It means that TypeScript provides all the features and functionalities of JavaScript with additional features.;TypeScript to silnie typowany, obiektowy język programowania. TypeScript to superset JavaScript. Oznacza to, że zapewnia wszystkie cechy i funkcjonalności JavaScript z dodatkowymi cechami.;TypeScript;;true
What are the limitations of CSS?;1. CSS cannot always assure compatibility with every browser, you need to be cautious while choosing the style selector. 2. The parent selector tag is not available, thus you can’t select the parent selector tag. 3. Some selectors can lead to cross-browser issues due to their less browser-friendly behavior. 4. We cannot request a webpage through CSS.;1. CSS nie zawsze zapewnia kompatybilność z każdą przeglądarką, musisz być ostrożny przy wyborze selektora stylów. 2. Znacznik nadrzędnego selektora jest niedostępny, dlatego nie można wybrać nadrzędnego znacznika selektora. 3. Niektóre selektory mogą prowadzić do problemów z różnymi przeglądarkami ze względu na ich mniej przyjazne dla przeglądarek zachowanie. 4. Nie możemy zażądać strony internetowej za pośrednictwem CSS.;CSS;;false
What possibilities does SASS give us? (why sass);1. Variables - we can use variables many times to which we can assign colors, font sizes, etc. 2. Nested selectors - we can use selectors in selectors, so we write less code. 3. Operators - for mathematical operations in CSS. 4. Batches and imports - so we can write CSS code in different files and import them all into one file. 5. Mixins - for writing reusable CSS code fragments. 6. Functions - just like Mixins - we can write reusable CSS code, with the difference that functions return us a value that we can use. 7. Extends - enables inheritance between selectors. 8. Control directives - use conditions and loops to write complex code.;1. Zmienne - możemy wielokrotnie używać zmiennych, do którym możemy przypisać kolory, rozmiary czcionek, etc. 2. Nested selectors - możemy używać selektorów w selektorach, przez co piszemy mniej kodu. 3. Operatory - do matematycznych operacji w CSS. 4. Partiale i importy - dzięki czemu możemy pisać kod CSS w różnych plikach i importować je wszystkie w jeden plik. 5. Mixins - do pisania fragmentów kodu CSS wielokrotnego użytku. 6. Funkcje - podobnie jak Mixins - możemy pisać kod CSS wielokrotnego użytku, z tą różnicą, że funkcje zwracają nam wartość, której możemy użyć. 7. Extends - umożliwia dziedziczenie pomiędzy selectorami. 8. Control directives - do pisania skomplikowanego kodu używająć warunków i pętli.;CSS;;true
What is the difference between (change) and (ngModelChange)?;(change) is an event attached to a classic change event. We can use (change) even if we don't have a model in our input. (ngModelChange) is the @Output of the ngModel directive. It fires up when the model changes. This event cannot be used without the ngModel directive.;(change) jest eventem podpiętym do klasycznego change eventu. Możemy użyć (change) nawet jeżeli nie mamy modelu w swoim inputcie. (ngModelChange) jest @Output'em dyrektywy ngModel. Odpala się kiedy zmienia się model. Nie można użyć tego eventu bez dyrektywy ngModel.;Angular;;false
